time,temp,humid,gas,smoke,defuzz
1108.807400,298.916630,3.685364,114.517830,293.999210,80.297275
1110.008300,350.614200,5.009460,154.857650,397.562760,80.297275
1111.207100,335.989260,4.259673,137.581190,353.209280,80.297275
1112.403400,247.891730,3.063764,89.463238,229.677070,80.297275
1113.600400,323.664970,3.969906,125.805240,322.977120,80.297275
1114.802700,356.104780,4.587282,151.032590,387.742760,80.297275
1116.007400,317.689090,4.121300,131.981300,338.832790,80.297275
1117.200800,335.849790,4.575813,150.476470,386.315050,80.297275
1118.405000,362.052550,4.760950,157.765010,405.026770,80.297275
1119.603500,344.718170,4.518321,148.028120,380.029450,80.297275
1120.804800,351.097600,4.198799,135.007490,346.601850,80.297275
1122.003500,303.279390,3.816923,119.709260,307.327040,80.297275
1123.207200,327.680410,4.209702,135.571290,348.049310,80.297275
1124.401400,235.533060,3.056621,89.122769,228.802990,80.297275
1125.601400,352.588010,4.529844,148.585710,381.460940,80.297275
1126.804300,334.247620,4.240536,136.769650,351.125810,80.297275
1128.002900,314.023600,4.009001,127.405680,327.085910,80.297275
1129.207000,355.025210,4.581458,150.635990,386.724570,80.297275
1130.407900,291.764890,3.759938,117.354170,301.280870,80.297275
1131.610000,284.132930,3.671493,113.916490,292.455390,80.297275
1132.803500,255.969390,3.236289,96.325274,247.293830,80.297275
1134.009000,285.585920,3.571163,109.868380,282.062760,80.297275
1135.208200,268.963230,3.597829,102.555890,263.289560,80.297275
1136.402800,264.914140,3.271438,97.703669,250.832560,80.297275
1137.600400,331.982250,4.485512,146.729690,376.696030,80.297275
1138.802800,301.904920,3.713616,115.486240,296.485370,80.297275
1140.003500,279.013170,3.665297,113.580700,291.593330,80.297275
1141.201100,260.214450,3.294771,98.698115,253.385580,80.297275
1142.404900,304.305730,3.865324,121.596300,312.171600,80.297275
1143.604300,253.537200,3.172503,93.744653,240.668660,80.297275
1144.803400,217.275860,2.853661,81.099234,208.204340,80.297275
1146.000300,287.378960,3.625540,112.017140,287.579240,80.297275
1147.202000,300.090530,4.392688,129.131450,331.516430,80.297275
1148.401800,291.847790,4.841710,126.977740,325.987250,80.297275
1149.600100,231.858270,3.270761,95.140210,244.251440,80.297275
1150.806200,254.837660,3.217249,95.553102,245.311450,80.297275
1152.004100,282.218700,3.475870,105.936660,271.968950,80.297275
1153.208300,249.628590,3.059225,89.236912,229.096030,80.297275
1154.410700,236.696410,3.015705,87.509240,224.660620,80.297275
1155.601900,237.899060,3.022273,87.725184,225.215000,80.297275
1156.808100,288.290490,3.784550,118.447140,304.086840,80.297275
1158.009300,238.469550,3.226247,96.040374,246.562420,80.297275
1159.203700,242.150520,2.954470,85.044288,218.332400,80.297275
1160.401100,234.469570,3.005868,87.096752,223.601640,80.297275
1161.601300,300.936020,3.915615,123.869210,318.006800,80.297275
1162.810400,242.807600,3.052235,89.008084,228.508570,80.297275
1164.004500,263.751580,3.464813,105.733570,271.447550,80.297275
1165.204300,294.878060,3.811771,119.536360,306.883150,80.297275
1166.406300,248.990070,3.337138,100.445390,257.871320,80.297275
1167.608400,233.147920,3.274313,97.847971,251.203020,80.297275
1168.800200,260.406140,3.361561,101.439960,260.424670,80.297275
1170.001400,238.731090,3.247443,96.657817,248.147560,80.297275
1171.202100,255.835020,3.368365,101.669260,261.013340,80.297275
1172.405600,216.262600,2.896242,82.710628,212.341240,80.297275
1173.601800,197.150900,2.728824,75.821871,194.655880,80.297275
1174.805100,212.224370,2.943873,84.754832,217.589280,80.297275
1176.001800,253.357620,3.373336,102.140750,262.223790,80.297275
1177.200000,242.578130,3.159999,93.258129,239.419620,80.297275
1178.403500,240.271270,3.309386,99.354976,255.071920,80.297275
1179.606700,240.309700,3.234815,96.230762,247.051190,80.297275
1180.804300,199.300440,2.699154,74.802783,192.039600,80.297275
1182.006300,285.716600,3.878884,122.191680,313.700120,80.297275
1183.200200,250.373060,3.404531,103.076160,264.625230,80.297275
1184.402200,331.652910,4.404328,143.340950,367.996180,80.297275
1185.602400,344.286860,4.510243,147.752400,379.321610,80.297275
1186.800200,293.351280,3.898721,122.967810,315.692660,80.297275
1188.000900,278.468650,4.035168,122.080830,313.415530,80.297275
1189.201700,267.541800,3.517115,107.698120,276.491100,80.297275
1190.403600,229.111850,3.067865,89.558542,229.921750,80.297275
1191.608900,319.056900,4.265998,137.753260,353.651030,80.297275
1192.810800,314.268760,4.057324,129.495000,332.449770,80.297275
1194.000700,232.687870,3.179451,94.082824,241.536840,80.297275
1195.208100,242.654120,3.415555,103.495800,265.702560,80.297275
1196.404900,216.831560,3.237858,96.604886,248.011670,80.297275
1197.604600,202.964760,2.444896,64.594169,165.831240,80.297275
1198.806400,259.830680,3.718098,115.838710,297.390270,80.297275
1200.000700,224.355090,2.874549,81.879830,210.208350,80.297275
